gene,jw_id,medium,n_replicates
ydbJ,JW5215,LB,3
ydbJ,JW5215,M63,3
ydbK,JW1372,LB,3
ydbK,JW1372,M63,3
ydbL,JW5216,LB,3
ydbL,JW5216,M63,3
ydcA,JW1416,LB,3
ydcA,JW1416,M63,3
ydcC,JW1455,LB,3
ydcC,JW1455,M63,3
ydcD,JW1452,LB,3
ydcD,JW1452,M63,3
ydcE,JW1456,LB,3
ydcE,JW1456,M63,3
ydcF,JW1411,LB,3
ydcF,JW1411,M63,3
ydcH,JW5823,LB,3
ydcH,JW5823,M63,3
ydcI,JW5226,LB,3
ydcI,JW5226,M63,3
ydcJ,JW1419,LB,3
ydcJ,JW1419,M63,3
ydcK,JW1424,LB,3
ydcK,JW1424,M63,3
ydcL,JW1427,LB,3
ydcL,JW1427,M63,3
ydcM,JW5228,LB,3
ydcM,JW5228,M63,3
ydcN,JW1430,LB,3
ydcN,JW1430,M63,3
ydcO,JW5229,LB,3
ydcO,JW5229,M63,3
ydcP,JW1431,LB,3
ydcP,JW1431,M63,3
ydcQ,JW1433,LB,3
ydcQ,JW1433,M63,3
ydcR,JW1434,LB,3
ydcR,JW1434,M63,3
ydcS,JW1435,LB,3
ydcS,JW1435,M63,3
ydcT,JW1436,LB,3
ydcT,JW1436,M63,3
ydcU,JW1437,LB,3
ydcU,JW1437,M63,3
ydcV,JW1438,LB,3
ydcV,JW1438,M63,3
ydcW,JW1439,LB,3
ydcW,JW1439,M63,3
ydcX,JW5232,LB,3
ydcX,JW5232,M63,3
ydcY,JW1441,LB,3
ydcY,JW1441,M63,3
ydcZ,JW1442,LB,3
ydcZ,JW1442,M63,3
yddA,JW5242,LB,3
yddA,JW5242,M63,3
yddB,JW1490,LB,3
yddB,JW1490,M63,3
yddE,JW1459,LB,3
yddE,JW1459,M63,3
yddG,JW1469,LB,3
yddG,JW1469,M63,3
yddH,JW1457,LB,3
yddH,JW1457,M63,3
yddJ,JW1466,LB,3
yddJ,JW1466,M63,3
yddK,JW1467,LB,3
yddK,JW1467,M63,3
yddL,JW1468,LB,3
yddL,JW1468,M63,3
yddM,JW5908,LB,3
yddM,JW5908,M63,3
yddV,JW5241,LB,3
yddV,JW5241,M63,3
yddW,JW1486,LB,3
yddW,JW1486,M63,3
ydeA,JW1521,LB,3
ydeA,JW1521,M63,3
ydeE,JW1527,LB,3
ydeE,JW1527,M63,3
ydeH,JW1528,LB,3
ydeH,JW1528,M63,3
ydeI,JW1529,LB,3
ydeI,JW1529,M63,3
ydeJ,JW1530,LB,3
ydeJ,JW1530,M63,3
ydeK,JW1503,LB,3
ydeK,JW1503,M63,3
ydeM,JW1492,LB,3
ydeM,JW1492,M63,3
ydeN,JW5243,LB,3
ydeN,JW5243,M63,3
ydeO,JW1494,LB,3
ydeO,JW1494,M63,3
ydeP,JW1495,LB,3
ydeP,JW1495,M63,3
ydeQ,JW1496,LB,3
ydeQ,JW1496,M63,3
ydeR,JW1497,LB,3
ydeR,JW1497,M63,3
ydeS,JW1498,LB,3
ydeS,JW1498,M63,3
ydeT,JW1499,LB,3
ydeT,JW1499,M63,3
ydeU,JW1502,LB,3
ydeU,JW1502,M63,3
ydeV,JW1504,LB,3
ydeV,JW1504,M63,3
ydeW,JW1505,LB,3
ydeW,JW1505,M63,3
ydfA,JW1563,LB,3
ydfA,JW1563,M63,3
ydfC,JW1565,LB,3
ydfC,JW1565,M63,3
ydfD,JW1567,LB,3
ydfD,JW1567,M63,3
ydfE,JW1568,LB,3
ydfE,JW1568,M63,3
ydfG,JW1532,LB,3
ydfG,JW1532,M63,3
ydfH,JW1533,LB,3
ydfH,JW1533,M63,3
ydfI,JW1535,LB,3
ydfI,JW1535,M63,3
ydfJ,JW1536,LB,3
ydfJ,JW1536,M63,3
ydfK,JW1537,LB,3
ydfK,JW1537,M63,3
ydfO,JW5252,LB,3
ydfO,JW5252,M63,3
ydfP,JW1545,LB,3
ydfP,JW1545,M63,3
ydfQ,JW1546,LB,3
ydfQ,JW1546,M63,3
ydfR,JW1547,LB,3
ydfR,JW1547,M63,3
ydfT,JW1551,LB,3
ydfT,JW1551,M63,3
ydfU,JW5909,LB,3
ydfU,JW5909,M63,3
ydfV,JW1557,LB,3
ydfV,JW1557,M63,3
ydfW,JW1559,LB,3
ydfW,JW1559,M63,3
ydfX,JW1560,LB,3
ydfX,JW1560,M63,3
ydfZ,JW1534,LB,3
ydfZ,JW1534,M63,3
ydgA,JW1606,LB,3
ydgA,JW1606,M63,3
ydgC,JW1599,LB,3
ydgC,JW1599,M63,3
ydgD,JW1590,LB,3
ydgD,JW1590,M63,3
ydgG,JW1593,LB,3
ydgG,JW1593,M63,3
ydgH,JW1596,LB,3
ydgH,JW1596,M63,3
ydgI,JW1597,LB,3
ydgI,JW1597,M63,3
ydgJ,JW5265,LB,3
ydgJ,JW5265,M63,3
ydgK,JW1618,LB,3
ydgK,JW1618,M63,3
ydgR,JW1626,LB,3
ydgR,JW1626,M63,3
ydgT,JW1617,LB,3
ydgT,JW1617,M63,3
ydhA,JW1631,LB,3
ydhA,JW1631,M63,3
ydhB,JW1651,LB,3
ydhB,JW1651,M63,3
ydhC,JW1652,LB,3
ydhC,JW1652,M63,3
ydhD,JW1646,LB,3
ydhD,JW1646,M63,3
ydhF,JW1639,LB,3
ydhF,JW1639,M63,3
ydhH,JW1632,LB,3
ydhH,JW1632,M63,3
ydhI,JW1635,LB,3
ydhI,JW1635,M63,3
ydhJ,JW1636,LB,3
ydhJ,JW1636,M63,3
ydhK,JW1637,LB,3
ydhK,JW1637,M63,3
ydhL,JW5827,LB,3
ydhL,JW5827,M63,3
ydhM,JW5874,LB,3
ydhM,JW5874,M63,3
ydhO,JW5270,LB,3
ydhO,JW5270,M63,3
ydhP,JW1649,LB,3
ydhP,JW1649,M63,3
ydhQ,JW1656,LB,3
ydhQ,JW1656,M63,3
ydhR,JW1657,LB,3
ydhR,JW1657,M63,3
ydhS,JW1658,LB,3
ydhS,JW1658,M63,3
ydhT,JW1659,LB,3
ydhT,JW1659,M63,3
ydhU,JW1660,LB,3
ydhU,JW1660,M63,3
ydhV,JW5272,LB,3
ydhV,JW5272,M63,3
ydhW,JW1662,LB,3
ydhW,JW1662,M63,3
ydhX,JW5271,LB,3
ydhX,JW5271,M63,3
ydhY,JW1664,LB,3
ydhY,JW1664,M63,3
ydhZ,JW1665,LB,3
ydhZ,JW1665,M63,3
ydiA,JW1693,LB,3
ydiA,JW1693,M63,3
ydiB,JW1682,LB,3
ydiB,JW1682,M63,3
ydiD,JW5910,LB,3
ydiD,JW5910,M63,3
ydiE,JW1695,LB,3
ydiE,JW1695,M63,3
ydiF,JW1684,LB,3
ydiF,JW1684,M63,3
ydiH,JW1675,LB,3
ydiH,JW1675,M63,3
ydiI,JW1676,LB,3
ydiI,JW1676,M63,3
ydiJ,JW1677,LB,3
ydiJ,JW1677,M63,3
ydiK,JW1678,LB,3
ydiK,JW1678,M63,3
ydiM,JW1680,LB,3
ydiM,JW1680,M63,3
ydiN,JW5274,LB,3
ydiN,JW5274,M63,3
ydiO,JW5275,LB,3
ydiO,JW5275,M63,3
ydiP,JW1686,LB,3
ydiP,JW1686,M63,3
ydiQ,JW5276,LB,3
ydiQ,JW5276,M63,3
ydiR,JW1688,LB,3
ydiR,JW1688,M63,3
ydiS,JW1689,LB,3
ydiS,JW1689,M63,3
ydiT,JW1690,LB,3
ydiT,JW1690,M63,3
ydiU,JW1696,LB,3
ydiU,JW1696,M63,3
ydiV,JW1697,LB,3
ydiV,JW1697,M63,3
ydiY,JW1711,LB,3
ydiY,JW1711,M63,3
ydiZ,JW1713,LB,3
ydiZ,JW1713,M63,3
ydjA,JW1754,LB,3
ydjA,JW1754,M63,3
ydjE,JW1758,LB,3
ydjE,JW1758,M63,3
ydjF,JW1759,LB,3
ydjF,JW1759,M63,3
ydjG,JW1760,LB,3
ydjG,JW1760,M63,3
ydjH,JW5289,LB,3
ydjH,JW5289,M63,3
ydjI,JW1762,LB,3
ydjI,JW1762,M63,3
ydjJ,JW1763,LB,3
ydjJ,JW1763,M63,3
ydjK,JW5290,LB,3
ydjK,JW5290,M63,3
ydjL,JW1765,LB,3
ydjL,JW1765,M63,3
ydjM,JW5281,LB,3
ydjM,JW5281,M63,3
ydjN,JW1718,LB,3
ydjN,JW1718,M63,3
ydjO,JW1719,LB,3
ydjO,JW1719,M63,3
ydjQ,JW1730,LB,3
ydjQ,JW1730,M63,3
ydjR,JW1731,LB,3
ydjR,JW1731,M63,3
ydjX,JW1739,LB,3
ydjX,JW1739,M63,3
ydjY,JW5283,LB,3
ydjY,JW5283,M63,3
ydjZ,JW1741,LB,3
ydjZ,JW1741,M63,3
yeaA,JW1767,LB,3
yeaA,JW1767,M63,3
yeaB,JW1802,LB,3
yeaB,JW1802,M63,3
yeaC,JW1766,LB,3
yeaC,JW1766,M63,3
yeaD,JW1769,LB,3
yeaD,JW1769,M63,3
yeaE,JW1770,LB,3
yeaE,JW1770,M63,3
yeaG,JW1772,LB,3
yeaG,JW1772,M63,3
yeaH,JW1773,LB,3
yeaH,JW1773,M63,3
yeaI,JW1774,LB,3
yeaI,JW1774,M63,3
yeaJ,JW5291,LB,3
yeaJ,JW5291,M63,3
yeaK,JW1776,LB,3
yeaK,JW1776,M63,3
yeaL,JW1778,LB,3
yeaL,JW1778,M63,3
yeaM,JW1779,LB,3
yeaM,JW1779,M63,3
yeaN,JW1780,LB,3
yeaN,JW1780,M63,3
yeaO,JW1781,LB,3
yeaO,JW1781,M63,3
yeaP,JW5292,LB,3
yeaP,JW5292,M63,3
yeaQ,JW1784,LB,3
yeaQ,JW1784,M63,3
yeaR,JW1786,LB,3
yeaR,JW1786,M63,3
yeaS,JW1787,LB,3
yeaS,JW1787,M63,3
yeaT,JW1788,LB,3
yeaT,JW1788,M63,3
yeaU,JW1789,LB,3
yeaU,JW1789,M63,3
yeaV,JW5293,LB,3
yeaV,JW5293,M63,3
yeaW,JW5294,LB,3
yeaW,JW5294,M63,3
yeaX,JW1792,LB,3
yeaX,JW1792,M63,3
yeaY,JW1795,LB,3
yeaY,JW1795,M63,3
yebA,JW5304,LB,3
yebA,JW5304,M63,3
yebB,JW5306,LB,3
yebB,JW5306,M63,3
yebC,JW1853,LB,3
yebC,JW1853,M63,3
yebE,JW1835,LB,3
yebE,JW1835,M63,3
yebF,JW1836,LB,3
yebF,JW1836,M63,3
yebG,JW1837,LB,3
yebG,JW1837,M63,3
yebK,JW1842,LB,3
yebK,JW1842,M63,3
yebN,JW5830,LB,3
yebN,JW5830,M63,3
yebO,JW1814,LB,3
yebO,JW1814,M63,3
yebQ,JW5299,LB,3
yebQ,JW5299,M63,3
yebR,JW1821,LB,3
yebR,JW1821,M63,3
yebS,JW1822,LB,3
yebS,JW1822,M63,3
yebT,JW1823,LB,3
yebT,JW1823,M63,3
yebU,JW5301,LB,3
yebU,JW5301,M63,3
yebV,JW5302,LB,3
yebV,JW5302,M63,3
yebW,JW5303,LB,3
yebW,JW5303,M63,3
yebY,JW1828,LB,3
yebY,JW1828,M63,3
yebZ,JW1829,LB,3
yebZ,JW1829,M63,3
yecA,JW1896,LB,3
yecA,JW1896,M63,3
yecC,JW1902,LB,3
yecC,JW1902,M63,3
yecD,JW5307,LB,3
yecD,JW5307,M63,3
yecE,JW1857,LB,3
yecE,JW1857,M63,3
yecF,JW1900,LB,3
yecF,JW1900,M63,3
yecG,JW1884,LB,3
yecG,JW1884,M63,3
yecH,JW1894,LB,3
yecH,JW1894,M63,3
yecI,JW1890,LB,3
yecI,JW1890,M63,3
yecJ,JW1891,LB,3
yecJ,JW1891,M63,3
yecM,JW5309,LB,3
yecM,JW5309,M63,3
yecN,JW5308,LB,3
yecN,JW5308,M63,3
yecO,JW1859,LB,3
yecO,JW1859,M63,3
yecP,JW1860,LB,3
yecP,JW1860,M63,3
yecR,JW1892,LB,3
yecR,JW1892,M63,3
yecS,JW1903,LB,3
yecS,JW1903,M63,3
yecT,JW5310,LB,3
yecT,JW5310,M63,3
yedA,JW1942,LB,3
yedA,JW1942,M63,3
yedD,JW1913,LB,3
yedD,JW1913,M63,3
yedE,JW1914,LB,3
yedE,JW1914,M63,3
yedF,JW1915,LB,3
yedF,JW1915,M63,3
yedI,JW1941,LB,3
yedI,JW1941,M63,3
yedJ,JW1945,LB,3
yedJ,JW1945,M63,3
yedK,JW1916,LB,3
yedK,JW1916,M63,3
yedL,JW1917,LB,3
yedL,JW1917,M63,3
yedM,JW1920,LB,3
yedM,JW1920,M63,3
yedN,JW1918,LB,6
yedN,JW1918,M63,6
yedO,JW5313,LB,3
yedO,JW5313,M63,3
yedP,JW1938,LB,3
yedP,JW1938,M63,3
yedQ,JW5832,LB,3
yedQ,JW5832,M63,3
yedR,JW1946,LB,3
yedR,JW1946,M63,3
yedS,JW5319,LB,9
yedS,JW5319,M63,9
yedV,JW1951,LB,3
yedV,JW1951,M63,3
yedW,JW5322,LB,3
yedW,JW5322,M63,3
yedX,JW1953,LB,3
yedX,JW1953,M63,3
yedY,JW1954,LB,3
yedY,JW1954,M63,3
yedZ,JW1955,LB,3
yedZ,JW1955,M63,3
yeeA,JW1990,LB,3
yeeA,JW1990,M63,3
yeeD,JW1994,LB,3
yeeD,JW1994,M63,3
yeeE,JW1995,LB,3
yeeE,JW1995,M63,3
yeeF,JW5330,LB,3
yeeF,JW5330,M63,3
yeeI,JW1958,LB,3
yeeI,JW1958,M63,3
yeeJ,JW5833,LB,3
yeeJ,JW5833,M63,3
yeeL,JW5325,LB,6
yeeL,JW5325,M63,6
yeeN,JW1964,LB,3
yeeN,JW1964,M63,3
yeeO,JW1965,LB,3
yeeO,JW1965,M63,3
yeeP,JW5327,LB,3
yeeP,JW5327,M63,3
yeeR,JW1983,LB,3
yeeR,JW1983,M63,3
yeeS,JW1984,LB,3
yeeS,JW1984,M63,3
yeeT,JW1985,LB,3
yeeT,JW1985,M63,3
yeeU,JW1986,LB,3
yeeU,JW1986,M63,3
yeeV,JW1987,LB,3
yeeV,JW1987,M63,3
yeeW,JW1988,LB,3
yeeW,JW1988,M63,3
yeeX,JW1989,LB,3
yeeX,JW1989,M63,3
yeeY,JW5834,LB,3
yeeY,JW5834,M63,3
yeeZ,JW1998,LB,3
yeeZ,JW1998,M63,3
yegD,JW2054,LB,3
yegD,JW2054,M63,3
yegE,JW2052,LB,3
yegE,JW2052,M63,3
yegH,JW5336,LB,3
yegH,JW5336,M63,3
yegI,JW2055,LB,3
yegI,JW2055,M63,3
yegJ,JW2056,LB,3
yegJ,JW2056,M63,3
yegK,JW2057,LB,3
yegK,JW2057,M63,3
yegL,JW2058,LB,3
yegL,JW2058,M63,3
yegP,JW5339,LB,3
yegP,JW5339,M63,3
yegQ,JW2066,LB,3
yegQ,JW2066,M63,3
yegR,JW5837,LB,3
yegR,JW5837,M63,3
yegS,JW2070,LB,3
yegS,JW2070,M63,3
yegT,JW2085,LB,3
yegT,JW2085,M63,3
yegU,JW2086,LB,3
yegU,JW2086,M63,3
yegV,JW2087,LB,3
yegV,JW2087,M63,3
yegW,JW2088,LB,3
yegW,JW2088,M63,3
yegX,JW5345,LB,3
yegX,JW5345,M63,3
yehA,JW2095,LB,3
yehA,JW2095,M63,3
yehB,JW2096,LB,3
yehB,JW2096,M63,3
yehC,JW2097,LB,3
yehC,JW2097,M63,3
yehD,JW2098,LB,3
yehD,JW2098,M63,3
yehE,JW2099,LB,3
yehE,JW2099,M63,3
yehI,JW2105,LB,3
yehI,JW2105,M63,3
yehK,JW2106,LB,3
yehK,JW2106,M63,3
yehL,JW5349,LB,3
yehL,JW5349,M63,3
yehM,JW2108,LB,3
yehM,JW2108,M63,3
yehP,JW5350,LB,3
yehP,JW5350,M63,3
yehQ,JW2110,LB,3
yehQ,JW2110,M63,3
yehR,JW5351,LB,3
yehR,JW5351,M63,3
yehS,JW2112,LB,3
yehS,JW2112,M63,3
yehT,JW5352,LB,3
yehT,JW5352,M63,3
yehU,JW5353,LB,3
yehU,JW5353,M63,3
yehW,JW2116,LB,3
yehW,JW2116,M63,3
yehX,JW2117,LB,3
yehX,JW2117,M63,3
yehY,JW2118,LB,3
yehY,JW2118,M63,3
yehZ,JW2119,LB,3
yehZ,JW2119,M63,3
yeiA,JW2134,LB,3
yeiA,JW2134,M63,3
yeiB,JW2139,LB,3
yeiB,JW2139,M63,3
yeiC,JW2153,LB,3
yeiC,JW2153,M63,3
yeiE,JW2144,LB,3
yeiE,JW2144,M63,3
yeiG,JW2141,LB,3
yeiG,JW2141,M63,3
yeiH,JW2145,LB,3
yeiH,JW2145,M63,3
yeiI,JW2147,LB,3
yeiI,JW2147,M63,3
yeiJ,JW2148,LB,3
yeiJ,JW2148,M63,3
yeiL,JW2150,LB,3
yeiL,JW2150,M63,3
yeiM,JW2151,LB,3
yeiM,JW2151,M63,3
yeiN,JW2152,LB,3
yeiN,JW2152,M63,3
yeiP,JW5362,LB,3
yeiP,JW5362,M63,3
yeiQ,JW2160,LB,3
yeiQ,JW2160,M63,3
yeiR,JW2161,LB,3
yeiR,JW2161,M63,3
yeiS,JW5359,LB,3
yeiS,JW5359,M63,3
yeiT,JW2133,LB,3
yeiT,JW2133,M63,3
yeiU,JW2162,LB,3
yeiU,JW2162,M63,3
yeiW,JW5361,LB,3
yeiW,JW5361,M63,3
yejA,JW2165,LB,3
yejA,JW2165,M63,3
yejB,JW2166,LB,3
yejB,JW2166,M63,3
yejE,JW2167,LB,3
yejE,JW2167,M63,3
yejF,JW2168,LB,3
yejF,JW2168,M63,3
yejG,JW2169,LB,3
yejG,JW2169,M63,3
yejH,JW2172,LB,3
yejH,JW2172,M63,3
yejK,JW2174,LB,3
yejK,JW2174,M63,3
yejL,JW2175,LB,3
yejL,JW2175,M63,3
yejO,JW5839,LB,3
yejO,JW5839,M63,3
yfaA,JW2224,LB,3
yfaA,JW2224,M63,3
yfaD,JW2238,LB,3
yfaD,JW2238,M63,3
yfaE,JW2230,LB,3
yfaE,JW2230,M63,3
yfaH,JW2232,LB,3
yfaH,JW2232,M63,3
yfaL,JW2227,LB,3
yfaL,JW2227,M63,3
yfaO,JW2245,LB,3
yfaO,JW2245,M63,3
yfaP,JW2219,LB,3
yfaP,JW2219,M63,3
yfaQ,JW2220,LB,3
yfaQ,JW2220,M63,3
yfaS,JW2221,LB,6
yfaS,JW2221,M63,6
yfaT,JW2223,LB,3
yfaT,JW2223,M63,3
yfaU,JW2239,LB,3
yfaU,JW2239,M63,3
yfaV,JW2240,LB,3
yfaV,JW2240,M63,3
yfaW,JW2241,LB,3
yfaW,JW2241,M63,3
yfaX,JW2242,LB,3
yfaX,JW2242,M63,3
yfaY,JW2243,LB,3
yfaY,JW2243,M63,3
yfaZ,JW5371,LB,3
yfaZ,JW5371,M63,3
yfbB,JW2258,LB,3
yfbB,JW2258,M63,3
yfbE,JW5372,LB,3
yfbE,JW5372,M63,3
yfbF,JW2248,LB,3
yfbF,JW2248,M63,3
yfbG,JW2249,LB,3
yfbG,JW2249,M63,3
yfbH,JW2250,LB,3
yfbH,JW2250,M63,3
yfbJ,JW5373,LB,3
yfbJ,JW5373,M63,3
yfbK,JW2265,LB,3
yfbK,JW2265,M63,3
yfbL,JW2266,LB,3
yfbL,JW2266,M63,3
yfbM,JW2267,LB,3
yfbM,JW2267,M63,3
yfbN,JW2268,LB,3
yfbN,JW2268,M63,3
yfbO,JW2269,LB,3
yfbO,JW2269,M63,3
yfbP,JW2270,LB,3
yfbP,JW2270,M63,3
yfbQ,JW2287,LB,3
yfbQ,JW2287,M63,3
yfbR,JW2288,LB,3
yfbR,JW2288,M63,3
yfbS,JW2289,LB,3
yfbS,JW2289,M63,3
yfbT,JW5376,LB,3
yfbT,JW5376,M63,3
yfbU,JW2291,LB,3
yfbU,JW2291,M63,3
yfbV,JW2292,LB,3
yfbV,JW2292,M63,3
yfbW,JW2252,LB,3
yfbW,JW2252,M63,3
yfcA,JW2324,LB,3
yfcA,JW2324,M63,3
yfcC,JW2295,LB,3
yfcC,JW2295,M63,3
yfcD,JW2296,LB,3
yfcD,JW2296,M63,3
yfcE,JW5377,LB,3
yfcE,JW5377,M63,3
yfcF,JW2298,LB,3
yfcF,JW2298,M63,3
yfcG,JW2299,LB,3
yfcG,JW2299,M63,3
yfcH,JW2301,LB,3
yfcH,JW2301,M63,3
yfcI,JW2302,LB,3
yfcI,JW2302,M63,3
yfcJ,JW2319,LB,3
yfcJ,JW2319,M63,3
yfcL,JW2322,LB,3
yfcL,JW2322,M63,3
yfcM,JW5381,LB,3
yfcM,JW5381,M63,3
yfcN,JW2328,LB,3
yfcN,JW2328,M63,3
yfcO,JW2329,LB,3
yfcO,JW2329,M63,3
yfcP,JW2330,LB,3
yfcP,JW2330,M63,3
yfcQ,JW2331,LB,3
yfcQ,JW2331,M63,3
yfcR,JW2332,LB,3
yfcR,JW2332,M63,3
yfcS,JW2333,LB,3
yfcS,JW2333,M63,3
yfcT,JW2334,LB,3
yfcT,JW2334,M63,3
yfcU,JW2335,LB,3
yfcU,JW2335,M63,3
yfcV,JW2336,LB,3
yfcV,JW2336,M63,3
yfcX,JW2338,LB,3
yfcX,JW2338,M63,3
yfcY,JW2339,LB,3
yfcY,JW2339,M63,3
yfcZ,JW2340,LB,3
yfcZ,JW2340,M63,3
yfdC,JW2344,LB,3
yfdC,JW2344,M63,3
yfdE,JW2368,LB,3
yfdE,JW2368,M63,3
yfdF,JW2342,LB,3
yfdF,JW2342,M63,3
yfdG,JW2346,LB,3
yfdG,JW2346,M63,3
yfdH,JW2347,LB,3
yfdH,JW2347,M63,3
yfdI,JW5382,LB,3
yfdI,JW5382,M63,3
yfdK,JW2350,LB,3
yfdK,JW2350,M63,3
yfdL,JW5384,LB,3
yfdL,JW5384,M63,3
yfdM,JW2352,LB,3
yfdM,JW2352,M63,3
yfdN,JW5385,LB,3
yfdN,JW5385,M63,3
yfdO,JW2355,LB,3
yfdO,JW2355,M63,3
yfdP,JW2356,LB,3
yfdP,JW2356,M63,3
yfdQ,JW2357,LB,3
yfdQ,JW2357,M63,3
yfdR,JW2358,LB,3
yfdR,JW2358,M63,3
yfdS,JW2359,LB,3
yfdS,JW2359,M63,3
yfdV,JW2369,LB,3
yfdV,JW2369,M63,3
yfdX,JW2372,LB,3
yfdX,JW2372,M63,3
yfdY,JW2374,LB,3
yfdY,JW2374,M63,3
yfdZ,JW2376,LB,3
yfdZ,JW2376,M63,3
yfeA,JW5391,LB,3
yfeA,JW5391,M63,3
yfeC,JW2393,LB,3
yfeC,JW2393,M63,3
yfeD,JW2394,LB,3
yfeD,JW2394,M63,3
yfeG,JW2430,LB,3
yfeG,JW2430,M63,3
yfeH,JW5876,LB,3
yfeH,JW5876,M63,3
yfeK,JW2412,LB,3
yfeK,JW2412,M63,3
yfeN,JW2399,LB,3
yfeN,JW2399,M63,3
yfeO,JW2386,LB,3
yfeO,JW2386,M63,3
yfeR,JW2400,LB,3
yfeR,JW2400,M63,3
yfeS,JW2413,LB,3
yfeS,JW2413,M63,3
yfeT,JW2420,LB,3
yfeT,JW2420,M63,3
yfeU,JW2421,LB,3
yfeU,JW2421,M63,3
yfeW,JW5395,LB,3
yfeW,JW5395,M63,3
yfeX,JW2424,LB,3
yfeX,JW2424,M63,3
yfeY,JW2425,LB,3
yfeY,JW2425,M63,3
yfeZ,JW2426,LB,3
yfeZ,JW2426,M63,3
yffB,JW2455,LB,3
yffB,JW2455,M63,3
yffH,JW2451,LB,3
yffH,JW2451,M63,3
yffI,JW2431,LB,3
yffI,JW2431,M63,3
yfgA,JW2500,LB,3
yfgA,JW2500,M63,3
yfgB,JW2501,LB,3
yfgB,JW2501,M63,3
yfgC,JW2479,LB,3
yfgC,JW2479,M63,3
yfgD,JW2480,LB,3
yfgD,JW2480,M63,3
yfgF,JW2488,LB,3
yfgF,JW2488,M63,3
yfgG,JW5399,LB,3
yfgG,JW5399,M63,3
yfgH,JW5400,LB,3
yfgH,JW5400,M63,3
yfgI,JW2490,LB,3
yfgI,JW2490,M63,3
yfgJ,JW5402,LB,3
yfgJ,JW5402,M63,3
yfgL,JW2496,LB,3
yfgL,JW2496,M63,3
yfgM,JW2497,LB,3
yfgM,JW2497,M63,3
yfgO,JW2478,LB,3
yfgO,JW2478,M63,3
yfhA,JW2538,LB,3
yfhA,JW2538,M63,3
yfhB,JW5408,LB,3
yfhB,JW5408,M63,3
yfhD,JW2542,LB,3
yfhD,JW2542,M63,3
yfhG,JW2539,LB,3
yfhG,JW2539,M63,3
yfhH,JW2545,LB,3
yfhH,JW2545,M63,3
yfhJ,JW2508,LB,3
yfhJ,JW2508,M63,3
yfhK,JW5407,LB,3
yfhK,JW5407,M63,3
yfhL,JW2546,LB,3
yfhL,JW2546,M63,3
yfhM,JW2504,LB,3
yfhM,JW2504,M63,3
yfhQ,JW2516,LB,3
yfhQ,JW2516,M63,3
yfhR,JW2518,LB,3
yfhR,JW2518,M63,3
yfiA,JW2578,LB,3
yfiA,JW2578,M63,3
yfiB,JW2586,LB,3
yfiB,JW2586,M63,3
yfiC,JW2559,LB,3
yfiC,JW2559,M63,3
yfiD,JW2563,LB,3
yfiD,JW2563,M63,3
yfiE,JW2561,LB,3
yfiE,JW2561,M63,3
yfiF,JW2565,LB,3
yfiF,JW2565,M63,3
yfiH,JW2575,LB,3
yfiH,JW2575,M63,3
yfiK,JW2562,LB,3
yfiK,JW2562,M63,3
yfiL,JW5412,LB,3
yfiL,JW5412,M63,3
yfiM,JW2570,LB,3
yfiM,JW2570,M63,3
yfiN,JW2585,LB,3
yfiN,JW2585,M63,3
yfiP,JW5409,LB,3
yfiP,JW5409,M63,3
yfiQ,JW2568,LB,3
yfiQ,JW2568,M63,3
yfiR,JW2584,LB,3
yfiR,JW2584,M63,3
yfjD,JW5415,LB,3
yfjD,JW5415,M63,3
yfjF,JW2599,LB,3
yfjF,JW2599,M63,3
yfjG,JW2600,LB,3
yfjG,JW2600,M63,3
yfjH,JW2603,LB,3
yfjH,JW2603,M63,3
yfjI,JW2605,LB,3
yfjI,JW2605,M63,3
yfjJ,JW2607,LB,3
yfjJ,JW2607,M63,3
yfjK,JW2608,LB,3
yfjK,JW2608,M63,3
yfjL,JW2609,LB,3
yfjL,JW2609,M63,3
yfjM,JW2610,LB,3
yfjM,JW2610,M63,3
yfjN,JW2611,LB,3
yfjN,JW2611,M63,3
yfjO,JW5418,LB,3
yfjO,JW5418,M63,3
yfjP,JW5419,LB,3
yfjP,JW5419,M63,3
yfjQ,JW2614,LB,3
yfjQ,JW2614,M63,3
yfjR,JW2615,LB,3
yfjR,JW2615,M63,3
yfjS,JW5921,LB,3
yfjS,JW5921,M63,3
yfjT,JW2618,LB,3
yfjT,JW2618,M63,3
yfjU,JW2619,LB,3
yfjU,JW2619,M63,3
yfjV,JW2621,LB,3
yfjV,JW2621,M63,3
yfjW,JW2623,LB,3
yfjW,JW2623,M63,3
yfjX,JW2624,LB,3
yfjX,JW2624,M63,3
yfjY,JW2625,LB,3
yfjY,JW2625,M63,3
yfjZ,JW2626,LB,3
yfjZ,JW2626,M63,3
ygaC,JW2646,LB,3
ygaC,JW2646,M63,3
ygaD,JW2670,LB,3
ygaD,JW2670,M63,3
ygaF,JW2635,LB,3
ygaF,JW2635,M63,3
ygaH,JW2658,LB,3
ygaH,JW2658,M63,3
ygaM,JW2647,LB,3
ygaM,JW2647,M63,3
ygaP,JW2643,LB,3
ygaP,JW2643,M63,3
ygaQ,JW5425,LB,3
ygaQ,JW5425,M63,3
ygaR,JW2631,LB,3
ygaR,JW2631,M63,3
ygaT,JW5427,LB,3
ygaT,JW5427,M63,3
ygaU,JW2640,LB,3
ygaU,JW2640,M63,3
ygaV,JW2642,LB,3
