gene,jw_id,medium,n_replicates
elaB,JW2261,M63,3
elaC,JW2263,LB,3
elaC,JW2263,M63,3
elaD,JW5840,LB,3
elaD,JW5840,M63,3
elbA,JW1147,LB,3
elbA,JW1147,M63,3
elbB,JW3176,LB,3
elbB,JW3176,M63,3
emrA,JW2660,LB,3
emrA,JW2660,M63,3
emrB,JW2661,LB,3
emrB,JW2661,M63,3
emrD,JW5634,LB,3
emrD,JW5634,M63,3
emrE,JW0531,LB,3
emrE,JW0531,M63,3
emrK,JW2365,LB,3
emrK,JW2365,M63,3
emrY,JW2364,LB,3
emrY,JW2364,M63,3
emtA,JW5821,LB,3
emtA,JW5821,M63,3
endA,JW2912,LB,3
endA,JW2912,M63,3
entA,JW0588,LB,3
entA,JW0588,M63,3
entB,JW0587,LB,3
entB,JW0587,M63,3
entC,JW0585,LB,3
entC,JW0585,M63,3
entE,JW0586,LB,3
entE,JW0586,M63,3
entF,JW0578,LB,3
entF,JW0578,M63,3
envC,JW5646,LB,3
envC,JW5646,M63,3
envR,JW3232,LB,3
envR,JW3232,M63,3
envY,JW0555,LB,3
envY,JW0555,M63,3
envZ,JW3367,LB,3
envZ,JW3367,M63,3
epd,JW2894,LB,3
epd,JW2894,M63,3
eptA,JW5730,LB,3
eptA,JW5730,M63,3
eptB,JW5660,LB,3
eptB,JW5660,M63,3
erfK,JW1968,LB,3
erfK,JW1968,M63,3
essD,JW0543,LB,3
essD,JW0543,M63,3
essQ,JW5255,LB,3
essQ,JW5255,M63,3
etp,JW5132,LB,3
etp,JW5132,M63,3
eutA,JW2435,LB,3
eutA,JW2435,M63,3
eutB,JW2434,LB,3
eutB,JW2434,M63,3
eutC,JW2433,LB,3
eutC,JW2433,M63,3
eutE,JW2439,LB,3
eutE,JW2439,M63,3
eutG,JW2437,LB,3
eutG,JW2437,M63,3
eutH,JW2436,LB,3
eutH,JW2436,M63,3
eutI,JW2442,LB,3
eutI,JW2442,M63,3
eutJ,JW2438,LB,3
eutJ,JW2438,M63,3
eutL,JW2432,LB,3
eutL,JW2432,M63,3
eutP,JW2445,LB,3
eutP,JW2445,M63,3
eutQ,JW2444,LB,3
eutQ,JW2444,M63,3
eutT,JW2443,LB,3
eutT,JW2443,M63,3
evgA,JW2366,LB,3
evgA,JW2366,M63,3
evgS,JW2367,LB,3
evgS,JW2367,M63,3
exbB,JW2974,LB,3
exbB,JW2974,M63,3
exbD,JW2973,LB,3
exbD,JW2973,M63,3
exo,JW5446,LB,3
exo,JW5446,M63,3
exoX,JW1833,LB,3
exoX,JW1833,M63,3
exuR,JW3065,LB,3
exuR,JW3065,M63,3
exuT,JW3064,LB,3
exuT,JW3064,M63,3
fabF,JW1081,LB,3
fabF,JW1081,M63,3
fabH,JW1077,LB,3
fabH,JW1077,M63,3
fabR,JW3935,LB,3
fabR,JW3935,M63,3
fadA,JW5578,LB,3
fadA,JW5578,M63,3
fadB,JW3822,LB,3
fadB,JW3822,M63,3
fadD,JW1794,LB,3
fadD,JW1794,M63,3
fadE,JW5020,LB,3
fadE,JW5020,M63,3
fadH,JW3052,LB,3
fadH,JW3052,M63,3
fadL,JW2341,LB,3
fadL,JW2341,M63,3
fadR,JW1176,LB,3
fadR,JW1176,M63,3
fbaB,JW5344,LB,3
fbaB,JW5344,M63,3
fbp,JW4191,LB,3
fbp,JW4191,M63,3
fcl,JW2037,LB,3
fcl,JW2037,M63,3
fdhD,JW3866,LB,3
fdhD,JW3866,M63,3
fdhE,JW3862,LB,3
fdhE,JW3862,M63,3
fdhF,JW4040,LB,3
fdhF,JW4040,M63,3
fdnG,JW1470,LB,3
fdnG,JW1470,M63,3
fdnH,JW1471,LB,3
fdnH,JW1471,M63,3
fdnI,JW1472,LB,3
fdnI,JW1472,M63,3
fdoG,JW3865,LB,3
fdoG,JW3865,M63,3
fdoH,JW3864,LB,3
fdoH,JW3864,M63,3
fdoI,JW3863,LB,3
fdoI,JW3863,M63,3
fdrA,JW0506,LB,3
fdrA,JW0506,M63,3
fdx,JW2509,LB,3
fdx,JW2509,M63,3
feaB,JW1380,LB,3
feaB,JW1380,M63,3
feaR,JW1379,LB,3
feaR,JW1379,M63,3
fecA,JW4251,LB,3
fecA,JW4251,M63,3
fecB,JW4250,LB,3
fecB,JW4250,M63,3
fecC,JW4249,LB,3
fecC,JW4249,M63,3
fecD,JW4248,LB,3
fecD,JW4248,M63,3
fecE,JW4247,LB,3
fecE,JW4247,M63,3
fecI,JW4253,LB,3
fecI,JW4253,M63,3
fecR,JW4252,LB,3
fecR,JW4252,M63,3
feoA,JW3371,LB,3
feoA,JW3371,M63,3
feoB,JW3372,LB,3
feoB,JW3372,M63,3
fepA,JW5086,LB,3
fepA,JW5086,M63,3
fepB,JW0584,LB,3
fepB,JW0584,M63,3
fepC,JW0580,LB,3
fepC,JW0580,M63,3
fepD,JW0582,LB,3
fepD,JW0582,M63,3
fepE,JW0579,LB,3
fepE,JW0579,M63,3
fepG,JW0581,LB,3
fepG,JW0581,M63,3
fes,JW0576,LB,3
fes,JW0576,M63,3
fhiA,JW5811,LB,3
fhiA,JW5811,M63,3
fhlA,JW2701,LB,3
fhlA,JW2701,M63,3
fhuA,JW0146,LB,3
fhuA,JW0146,M63,3
fhuB,JW0149,LB,3
fhuB,JW0149,M63,3
fhuC,JW0147,LB,3
fhuC,JW0147,M63,3
fhuD,JW0148,LB,3
fhuD,JW0148,M63,3
fhuE,JW1088,LB,3
fhuE,JW1088,M63,3
fhuF,JW4331,LB,3
fhuF,JW4331,M63,3
fic,JW3324,LB,3
fic,JW3324,M63,3
fieF,JW3886,LB,3
fieF,JW3886,M63,3
fimA,JW4277,LB,3
fimA,JW4277,M63,3
fimB,JW4275,LB,3
fimB,JW4275,M63,3
fimC,JW4279,LB,3
fimC,JW4279,M63,3
fimD,JW5780,LB,3
fimD,JW5780,M63,3
fimE,JW4276,LB,3
fimE,JW4276,M63,3
fimF,JW4281,LB,3
fimF,JW4281,M63,3
fimG,JW4282,LB,3
fimG,JW4282,M63,3
fimH,JW4283,LB,3
fimH,JW4283,M63,3
fimI,JW5779,LB,3
fimI,JW5779,M63,3
fimZ,JW5073,LB,3
fimZ,JW5073,M63,3
fis,JW3229,LB,3
fis,JW3229,M63,3
fiu,JW0790,LB,3
fiu,JW0790,M63,3
fixA,JW0040,LB,3
fixA,JW0040,M63,3
fixB,JW0041,LB,3
fixB,JW0041,M63,3
fixC,JW0042,LB,3
fixC,JW0042,M63,3
fixX,JW0043,LB,3
fixX,JW0043,M63,3
fklB,JW5746,LB,3
fklB,JW5746,M63,3
fkpA,JW3309,LB,3
fkpA,JW3309,M63,3
fkpB,JW0026,LB,3
fkpB,JW0026,M63,3
fldB,JW2863,LB,3
fldB,JW2863,M63,3
flgA,JW1059,LB,3
flgA,JW1059,M63,3
flgB,JW1060,LB,3
flgB,JW1060,M63,3
flgC,JW1061,LB,3
flgC,JW1061,M63,3
flgD,JW1062,LB,3
flgD,JW1062,M63,3
flgE,JW1063,LB,3
flgE,JW1063,M63,3
flgF,JW1064,LB,3
flgF,JW1064,M63,3
flgG,JW1065,LB,3
flgG,JW1065,M63,3
flgH,JW5153,LB,3
flgH,JW5153,M63,3
flgI,JW1067,LB,3
flgI,JW1067,M63,3
flgJ,JW1068,LB,3
flgJ,JW1068,M63,3
flgK,JW1069,LB,3
flgK,JW1069,M63,3
flgL,JW1070,LB,3
flgL,JW1070,M63,3
flgM,JW1058,LB,3
flgM,JW1058,M63,3
flgN,JW1057,LB,3
flgN,JW1057,M63,3
flhA,JW1868,LB,3
flhA,JW1868,M63,3
flhB,JW1869,LB,3
flhB,JW1869,M63,3
flhC,JW1880,LB,3
flhC,JW1880,M63,3
flhD,JW1881,LB,3
flhD,JW1881,M63,3
flhE,JW1867,LB,3
flhE,JW1867,M63,3
fliA,JW1907,LB,3
fliA,JW1907,M63,3
fliC,JW1908,LB,3
fliC,JW1908,M63,3
fliD,JW1909,LB,3
fliD,JW1909,M63,3
fliE,JW1921,LB,3
fliE,JW1921,M63,3
fliF,JW1922,LB,3
fliF,JW1922,M63,3
fliG,JW1923,LB,3
fliG,JW1923,M63,3
fliH,JW1924,LB,3
fliH,JW1924,M63,3
fliI,JW1925,LB,3
fliI,JW1925,M63,3
fliJ,JW1926,LB,3
fliJ,JW1926,M63,3
fliK,JW1927,LB,3
fliK,JW1927,M63,3
fliL,JW1928,LB,3
fliL,JW1928,M63,3
fliM,JW1929,LB,3
fliM,JW1929,M63,3
fliN,JW1930,LB,3
fliN,JW1930,M63,3
fliO,JW5316,LB,3
fliO,JW5316,M63,3
fliP,JW1932,LB,3
fliP,JW1932,M63,3
fliQ,JW1933,LB,3
fliQ,JW1933,M63,3
fliR,JW1934,LB,3
fliR,JW1934,M63,3
fliS,JW1910,LB,3
fliS,JW1910,M63,3
fliT,JW1911,LB,3
fliT,JW1911,M63,3
fliY,JW1905,LB,3
fliY,JW1905,M63,3
fliZ,JW1906,LB,3
fliZ,JW1906,M63,3
flk,JW2318,LB,3
flk,JW2318,M63,3
flu,JW1982,LB,3
flu,JW1982,M63,3
flxA,JW1558,LB,3
flxA,JW1558,M63,3
fnr,JW1328,LB,3
fnr,JW1328,M63,3
focA,JW0887,LB,3
focA,JW0887,M63,3
focB,JW2477,LB,3
focB,JW2477,M63,3
folB,JW3030,LB,3
folB,JW3030,M63,3
folM,JW1598,LB,3
folM,JW1598,M63,3
folP,JW3144,LB,3
folP,JW3144,M63,3
folX,JW2300,LB,3
folX,JW2300,M63,3
fpr,JW3895,LB,3
fpr,JW3895,M63,3
frc,JW2371,LB,3
frc,JW2371,M63,3
frdA,JW4115,LB,3
frdA,JW4115,M63,3
frdB,JW4114,LB,3
frdB,JW4114,M63,3
frdC,JW4113,LB,3
frdC,JW4113,M63,3
frdD,JW4112,LB,3
frdD,JW4112,M63,3
fre,JW3820,LB,3
fre,JW3820,M63,3
frlA,JW3333,LB,3
frlA,JW3333,M63,3
frlB,JW5700,LB,3
frlB,JW5700,M63,3
frlC,JW5699,LB,3
frlC,JW5699,M63,3
frlD,JW3337,LB,3
frlD,JW3337,M63,3
frlR,JW5698,LB,3
frlR,JW5698,M63,3
frmA,JW0347,LB,3
frmA,JW0347,M63,3
frmB,JW0346,LB,3
frmB,JW0346,M63,3
frmR,JW0348,LB,3
frmR,JW0348,M63,3
frsA,JW0229,LB,3
frsA,JW0229,M63,3
fruA,JW2154,LB,3
fruA,JW2154,M63,3
fruB,JW2156,LB,3
fruB,JW2156,M63,3
fruK,JW2155,LB,3
fruK,JW2155,M63,3
fruR,JW0078,LB,3
fruR,JW0078,M63,3
frvA,JW3871,LB,3
frvA,JW3871,M63,3
frvB,JW5562,LB,3
frvB,JW5562,M63,3
frvR,JW3868,LB,3
frvR,JW3868,M63,3
frvX,JW3869,LB,3
frvX,JW3869,M63,3
frwB,JW3922,LB,3
frwB,JW3922,M63,3
frwC,JW3921,LB,3
frwC,JW3921,M63,3
frwD,JW3925,LB,3
frwD,JW3925,M63,3
fsaA,JW5109,LB,3
fsaA,JW5109,M63,3
fsaB,JW3918,LB,3
fsaB,JW3918,M63,3
fsr,JW0468,LB,3
fsr,JW0468,M63,3
ftn,JW1893,LB,3
ftn,JW1893,M63,3
fucA,JW2771,LB,3
fucA,JW2771,M63,3
fucI,JW2773,LB,3
fucI,JW2773,M63,3
fucK,JW2774,LB,3
fucK,JW2774,M63,3
fucO,JW2770,LB,3
fucO,JW2770,M63,3
fucP,JW2772,LB,3
fucP,JW2772,M63,3
fucR,JW2776,LB,3
fucR,JW2776,M63,3
fucU,JW2775,LB,3
fucU,JW2775,M63,3
fumA,JW1604,LB,3
fumA,JW1604,M63,3
fumB,JW4083,LB,3
fumB,JW4083,M63,3
fumC,JW1603,LB,3
fumC,JW1603,M63,3
fur,JW0669,LB,3
fur,JW0669,M63,3
fxsA,JW4100,LB,3
fxsA,JW4100,M63,3
gabD,JW2636,LB,3
gabD,JW2636,M63,3
gabP,JW2638,LB,3
gabP,JW2638,M63,3
gabT,JW2637,LB,3
gabT,JW2637,M63,3
gadA,JW3485,LB,3
gadA,JW3485,M63,3
gadB,JW1488,LB,3
gadB,JW1488,M63,3
gadC,JW1487,LB,3
gadC,JW1487,M63,3
gadE,JW3480,LB,3
gadE,JW3480,M63,3
gadW,JW3483,LB,3
gadW,JW3483,M63,3
gadX,JW3484,LB,3
gadX,JW3484,M63,3
galE,JW0742,LB,3
galE,JW0742,M63,3
galF,JW2027,LB,3
galF,JW2027,M63,3
galK,JW0740,LB,3
galK,JW0740,M63,3
galM,JW0739,LB,3
galM,JW0739,M63,3
galP,JW2910,LB,3
galP,JW2910,M63,3
galR,JW2805,LB,3
galR,JW2805,M63,3
galS,JW2138,LB,3
galS,JW2138,M63,3
galT,JW0741,LB,3
galT,JW0741,M63,3
galU,JW1224,LB,3
galU,JW1224,M63,3
gapC,JW5906,LB,6
gapC,JW5906,M63,6
garD,JW3097,LB,3
garD,JW3097,M63,3
garK,JW3093,LB,3
garK,JW3093,M63,3
garL,JW3095,LB,3
garL,JW3095,M63,3
garP,JW3096,LB,3
garP,JW3096,M63,3
garR,JW5526,LB,3
garR,JW5526,M63,3
gatB,JW2077,LB,3
gatB,JW2077,M63,3
gatC,JW2076,LB,3
gatC,JW2076,M63,3
gatD,JW2075,LB,3
gatD,JW2075,M63,3
gatR,JW5340,LB,6
gatR,JW5340,M63,6
gatY,JW5343,LB,3
gatY,JW5343,M63,3
gatZ,JW2082,LB,3
gatZ,JW2082,M63,3
gcd,JW0120,LB,3
gcd,JW0120,M63,3
gcl,JW0495,LB,3
gcl,JW0495,M63,3
gcvA,JW2779,LB,3
gcvA,JW2779,M63,3
gcvH,JW2872,LB,3
gcvH,JW2872,M63,3
gcvP,JW2871,LB,3
gcvP,JW2871,M63,3
gcvR,JW2464,LB,3
gcvR,JW2464,M63,3
gcvT,JW2873,LB,3
gcvT,JW2873,M63,3
gdhA,JW1750,LB,3
gdhA,JW1750,M63,3
ggt,JW3412,LB,3
ggt,JW3412,M63,3
gidA,JW3719,LB,3
gidA,JW3719,M63,3
gidB,JW3718,LB,3
gidB,JW3718,M63,3
glcB,JW2943,LB,3
glcB,JW2943,M63,3
glcC,JW2947,LB,3
glcC,JW2947,M63,3
glcD,JW2946,LB,3
glcD,JW2946,M63,3
glcE,JW5487,LB,3
glcE,JW5487,M63,3
glcF,JW5486,LB,3
glcF,JW5486,M63,3
glcG,JW2944,LB,3
glcG,JW2944,M63,3
gldA,JW5556,LB,3
gldA,JW5556,M63,3
glf,JW2021,LB,3
glf,JW2021,M63,3
glgA,JW3392,LB,3
glgA,JW3392,M63,3
glgB,JW3395,LB,3
glgB,JW3395,M63,3
glgC,JW3393,LB,3
glgC,JW3393,M63,3
glgP,JW3391,LB,3
glgP,JW3391,M63,3
glgS,JW3021,LB,3
glgS,JW3021,M63,3
glgX,JW3394,LB,3
glgX,JW3394,M63,3
glk,JW2385,LB,3
glk,JW2385,M63,3
glmM,JW3143,LB,3
glmM,JW3143,M63,3
glnA,JW3841,LB,3
glnA,JW3841,M63,3
glnB,JW2537,LB,3
glnB,JW2537,M63,3
glnD,JW0162,LB,3
glnD,JW0162,M63,3
glnE,JW3025,LB,3
glnE,JW3025,M63,3
glnG,JW3839,LB,3
glnG,JW3839,M63,3
glnH,JW0796,LB,3
glnH,JW0796,M63,3
glnK,JW0440,LB,3
glnK,JW0440,M63,3
glnL,JW3840,LB,3
glnL,JW3840,M63,3
glnP,JW0795,LB,3
glnP,JW0795,M63,3
glnQ,JW0794,LB,3
glnQ,JW0794,M63,3
gloA,JW1643,LB,3
gloA,JW1643,M63,3
gloB,JW0202,LB,3
gloB,JW0202,M63,3
glpA,JW2235,LB,3
glpA,JW2235,M63,3
glpB,JW2236,LB,3
glpB,JW2236,M63,3
glpC,JW2237,LB,3
glpC,JW2237,M63,3
glpD,JW3389,LB,3
glpD,JW3389,M63,3
glpE,JW3388,LB,3
glpE,JW3388,M63,3
glpF,JW3898,LB,3
glpF,JW3898,M63,3
glpG,JW5687,LB,3
glpG,JW5687,M63,3
glpK,JW3897,LB,3
glpK,JW3897,M63,3
glpQ,JW2233,LB,3
glpQ,JW2233,M63,3
glpR,JW3386,LB,3
glpR,JW3386,M63,3
glpT,JW2234,LB,3
glpT,JW2234,M63,3
glpX,JW3896,LB,3
glpX,JW3896,M63,3
gltA,JW0710,LB,3
gltA,JW0710,M63,3
gltB,JW3179,LB,3
gltB,JW3179,M63,3
gltD,JW3180,LB,3
gltD,JW3180,M63,3
gltF,JW3181,LB,3
gltF,JW3181,M63,3
gltI,JW5092,LB,3
gltI,JW5092,M63,3
gltJ,JW0649,LB,3
gltJ,JW0649,M63,3
gltK,JW0648,LB,3
gltK,JW0648,M63,3
gltL,JW0647,LB,3
gltL,JW0647,M63,3
gltP,JW4038,LB,3
gltP,JW4038,M63,3
gltS,JW3628,LB,3
gltS,JW3628,M63,3
glvB,JW3659,LB,3
glvB,JW3659,M63,3
glvC,JW3660,LB,3
glvC,JW3660,M63,3
glvG,JW3658,LB,3
glvG,JW3658,M63,3
glxK,JW0502,LB,3
glxK,JW0502,M63,3
glxR,JW0497,LB,3
glxR,JW0497,M63,3
glyA,JW2535,LB,3
glyA,JW2535,M63,3
glyS,JW3530,LB,3
glyS,JW3530,M63,3
gmd,JW2038,LB,3
gmd,JW2038,M63,3
gmhB,JW0196,LB,3
gmhB,JW0196,M63,3
gmr,JW1278,LB,3
gmr,JW1278,M63,3
gnd,JW2011,LB,3
gnd,JW2011,M63,3
gnsA,JW0976,LB,3
gnsA,JW0976,M63,3
gnsB,JW5253,LB,3
gnsB,JW5253,M63,3
gntK,JW3400,LB,3
gntK,JW3400,M63,3
gntP,JW4284,LB,3
gntP,JW4284,M63,3
gntR,JW5946,LB,3
gntR,JW5946,M63,3
gntT,JW5690,LB,3
gntT,JW5690,M63,3
gntU,JW5686,LB,3
gntU,JW5686,M63,3
gntX,JW5691,LB,3
gntX,JW5691,M63,3
gntY,JW3377,LB,3
gntY,JW3377,M63,3
gor,JW3467,LB,3
gor,JW3467,M63,3
gph,JW3348,LB,3
gph,JW3348,M63,3
gpmA,JW0738,LB,3
gpmA,JW0738,M63,3
gpmI,JW3587,LB,3
gpmI,JW3587,M63,3
gpp,JW5603,LB,3
gpp,JW5603,M63,3
gpt,JW0228,LB,3
gpt,JW0228,M63,3
greA,JW3148,LB,3
greA,JW3148,M63,3
greB,JW3369,LB,3
greB,JW3369,M63,3
groL,JW4103,LB,3
groL,JW4103,M63,3
grxA,JW0833,LB,3
grxA,JW0833,M63,3
grxB,JW1051,LB,3
grxB,JW1051,M63,3
grxC,JW3585,LB,3
grxC,JW3585,M63,3
gshA,JW2663,LB,3
gshA,JW2663,M63,3
gshB,JW2914,LB,3
gshB,JW2914,M63,3
gsk,JW0466,LB,3
gsk,JW0466,M63,3
gspA,JW3285,LB,3
gspA,JW3285,M63,3
gspC,JW3286,LB,3
gspC,JW3286,M63,3
gspD,JW5707,LB,3
gspD,JW5707,M63,3
gspE,JW3288,LB,3
gspE,JW3288,M63,3
gspF,JW3289,LB,3
gspF,JW3289,M63,3
gspG,JW3290,LB,3
gspG,JW3290,M63,3
gspH,JW3291,LB,3
gspH,JW3291,M63,3
gspI,JW5706,LB,3
gspI,JW5706,M63,3
gspJ,JW3293,LB,3
gspJ,JW3293,M63,3
gspK,JW3294,LB,3
gspK,JW3294,M63,3
gspL,JW5705,LB,3
gspL,JW5705,M63,3
gspM,JW5704,LB,3
gspM,JW5704,M63,3
gspO,JW3297,LB,3
gspO,JW3297,M63,3
gss,JW2956,LB,3
gss,JW2956,M63,3
gst,JW1627,LB,3
gst,JW1627,M63,3
guaA,JW2491,LB,3
guaA,JW2491,M63,3
guaB,JW5401,LB,3
guaB,JW5401,M63,3
guaC,JW0101,LB,3
guaC,JW0101,M63,3
guaD,JW5466,LB,3
guaD,JW5466,M63,3
gudD,JW2758,LB,3
gudD,JW2758,M63,3
gudP,JW2760,LB,3
gudP,JW2760,M63,3
gudX,JW2759,LB,3
gudX,JW2759,M63,3
gutM,JW2675,LB,3
gutM,JW2675,M63,3
gutQ,JW5431,LB,3
gutQ,JW5431,M63,3
hcaB,JW2525,LB,3
hcaB,JW2525,M63,3
hcaC,JW2524,LB,3
hcaC,JW2524,M63,3
hcaD,JW2526,LB,3
hcaD,JW2526,M63,3
hcaE,JW2522,LB,3
hcaE,JW2522,M63,3
hcaF,JW2523,LB,3
hcaF,JW2523,M63,3
hcaR,JW2521,LB,3
hcaR,JW2521,M63,3
hcaT,JW2520,LB,3
hcaT,JW2520,M63,3
hchA,JW1950,LB,3
hchA,JW1950,M63,3
hcp,JW0857,LB,3
hcp,JW0857,M63,3
hcr,JW5117,LB,3
hcr,JW5117,M63,3
hda,JW5397,LB,3
hda,JW5397,M63,3
hdeA,JW3478,LB,3
hdeA,JW3478,M63,3
hdeB,JW5669,LB,3
hdeB,JW5669,M63,3
hdeD,JW3479,LB,3
hdeD,JW3479,M63,3
hdfR,JW5607,LB,3
hdfR,JW5607,M63,3
hdhA,JW1611,LB,3
hdhA,JW1611,M63,3
helD,JW0945,LB,3
helD,JW0945,M63,3
hemE,JW3961,LB,3
hemE,JW3961,M63,3
hemF,JW2429,LB,3
hemF,JW2429,M63,3
hemN,JW3838,LB,3
hemN,JW3838,M63,3
hemX,JW3775,LB,3
hemX,JW3775,M63,3
hemY,JW3774,LB,3
hemY,JW3774,M63,3
hepA,JW0058,LB,3
hepA,JW0058,M63,3
hflC,JW4133,LB,3
hflC,JW4133,M63,3
hflD,JW5165,LB,3
hflD,JW5165,M63,3
hflK,JW4132,LB,3
hflK,JW4132,M63,3
hflX,JW4131,LB,3
hflX,JW4131,M63,3
hfq,JW4130,LB,3
hfq,JW4130,M63,3
hha,JW0449,LB,3
hha,JW0449,M63,3
hinT,JW1089,LB,3
hinT,JW1089,M63,3
hipA,JW1500,LB,3
hipA,JW1500,M63,3
hipB,JW1501,LB,3
hipB,JW1501,M63,3
hisA,JW2006,LB,3
hisA,JW2006,M63,3
hisB,JW2004,LB,3
hisB,JW2004,M63,3
hisC,JW2003,LB,3
hisC,JW2003,M63,3
hisD,JW2002,LB,3
hisD,JW2002,M63,3
hisF,JW2007,LB,3
hisF,JW2007,M63,3
hisG,JW2001,LB,3
hisG,JW2001,M63,3
hisH,JW2005,LB,3
hisH,JW2005,M63,3
hisI,JW2008,LB,3
hisI,JW2008,M63,3
hisJ,JW2306,LB,3
hisJ,JW2306,M63,3
hisL,JW2000,LB,3
hisL,JW2000,M63,3
hisM,JW2304,LB,3
hisM,JW2304,M63,3
hisP,JW2303,LB,3
hisP,JW2303,M63,3
hisQ,JW2305,LB,3
hisQ,JW2305,M63,3
hlpA,JW0173,LB,3
hlpA,JW0173,M63,3
hlyE,JW5181,LB,3
hlyE,JW5181,M63,3
hmp,JW2536,LB,3
hmp,JW2536,M63,3
hns,JW1225,LB,3
hns,JW1225,M63,3
hofB,JW0103,LB,3
hofB,JW0103,M63,3
hofC,JW0102,LB,3
hofC,JW0102,M63,3
hofQ,JW3354,LB,3
hofQ,JW3354,M63,3
hokA,JW3526,LB,3
hokA,JW3526,M63,3
hokB,JW5225,LB,3
hokB,JW5225,M63,3
hokC,JW5002,LB,3
hokC,JW5002,M63,3
hokD,JW1554,LB,3
hokD,JW1554,M63,3
hokE,JW5084,LB,3
hokE,JW5084,M63,3
holC,JW4216,LB,3
holC,JW4216,M63,3
holD,JW4334,LB,3
holD,JW4334,M63,3
holE,JW1831,LB,3
holE,JW1831,M63,3
hpt,JW5009,LB,3
hpt,JW5009,M63,3
hrpA,JW5905,LB,3
hrpA,JW5905,M63,3
hrpB,JW0144,LB,3
hrpB,JW0144,M63,3
hscA,JW2510,LB,3
hscA,JW2510,M63,3
hscB,JW2511,LB,3
hscB,JW2511,M63,3
hscC,JW0645,LB,3
hscC,JW0645,M63,3
hsdM,JW4312,LB,3
hsdM,JW4312,M63,3
hsdR,JW4313,LB,3
hsdR,JW4313,M63,3
hsdS,JW4311,LB,3
hsdS,JW4311,M63,3
hslJ,JW1374,LB,3
hslJ,JW1374,M63,3
hslO,JW5692,LB,3
hslO,JW5692,M63,3
hslR,JW3363,LB,3
hslR,JW3363,M63,3
hslU,JW3902,LB,3
hslU,JW3902,M63,3
hslV,JW3903,LB,3
hslV,JW3903,M63,3
hsrA,JW3733,LB,3
hsrA,JW3733,M63,3
htgA,JW5001,LB,3
htgA,JW5001,M63,3
htpG,JW0462,LB,3
htpG,JW0462,M63,3
htpX,JW1818,LB,3
htpX,JW1818,M63,3
htrC,JW3952,LB,3
htrC,JW3952,M63,3
htrE,JW0135,LB,3
htrE,JW0135,M63,3
htrG,JW3027,LB,3
htrG,JW3027,M63,3
htrL,JW5644,LB,3
htrL,JW5644,M63,3
hupA,JW3964,LB,3
hupA,JW3964,M63,3
hupB,JW0430,LB,3
hupB,JW0430,M63,3
hyaA,JW0954,LB,3
hyaA,JW0954,M63,3
hyaB,JW0955,LB,3
hyaB,JW0955,M63,3
hyaC,JW0956,LB,3
hyaC,JW0956,M63,3
hyaD,JW0957,LB,3
hyaD,JW0957,M63,3
hyaE,JW0958,LB,3
hyaE,JW0958,M63,3
hyaF,JW0959,LB,3
hyaF,JW0959,M63,3
hybA,JW2964,LB,3
hybA,JW2964,M63,3
hybB,JW5494,LB,3
hybB,JW5494,M63,3
hybC,JW2962,LB,3
hybC,JW2962,M63,3
hybD,JW2961,LB,3
hybD,JW2961,M63,3
hybE,JW2960,LB,3
hybE,JW2960,M63,3
hybF,JW5493,LB,3
hybF,JW5493,M63,3
hybG,JW2958,LB,3
hybG,JW2958,M63,3
hybO,JW2965,LB,3
hybO,JW2965,M63,3
hycA,JW2695,LB,3
hycA,JW2695,M63,3
hycB,JW2694,LB,3
hycB,JW2694,M63,3
hycC,JW2693,LB,3
hycC,JW2693,M63,3
hycD,JW2692,LB,3
hycD,JW2692,M63,3
hycE,JW2691,LB,3
hycE,JW2691,M63,3
hycF,JW2690,LB,3
hycF,JW2690,M63,3
hycG,JW2689,LB,3
hycG,JW2689,M63,3
hycH,JW2688,LB,3
hycH,JW2688,M63,3
hycI,JW2687,LB,3
hycI,JW2687,M63,3
hydN,JW2683,LB,3
hydN,JW2683,M63,3
hyfA,JW2466,LB,3
hyfA,JW2466,M63,3
hyfB,JW2467,LB,3
hyfB,JW2467,M63,3
hyfC,JW2468,LB,3
hyfC,JW2468,M63,3
hyfD,JW2469,LB,3
hyfD,JW2469,M63,3
hyfE,JW2470,LB,3
hyfE,JW2470,M63,3
hyfF,JW2471,LB,3
hyfF,JW2471,M63,3
hyfG,JW2472,LB,3
hyfG,JW2472,M63,3
hyfH,JW2473,LB,3
hyfH,JW2473,M63,3
hyfI,JW5805,LB,3
hyfI,JW5805,M63,3
hyfJ,JW2475,LB,3
hyfJ,JW2475,M63,3
hyfR,JW2476,LB,3
hyfR,JW2476,M63,3
hyi,JW0496,LB,3
hyi,JW0496,M63,3
hypA,JW2696,LB,3
hypA,JW2696,M63,3
hypB,JW2697,LB,3
hypB,JW2697,M63,3
hypC,JW2698,LB,3
hypC,JW2698,M63,3
hypD,JW2699,LB,3
hypD,JW2699,M63,3
hypE,JW2700,LB,3
hypE,JW2700,M63,3
hypF,JW5433,LB,3
hypF,JW5433,M63,3
hyuA,JW2841,LB,3
hyuA,JW2841,M63,3
iaaA,JW0812,LB,3
iaaA,JW0812,M63,3
iadA,JW4291,LB,3
iadA,JW4291,M63,3
iap,JW2723,LB,3
iap,JW2723,M63,3
ibpA,JW3664,LB,3
ibpA,JW3664,M63,3
ibpB,JW3663,LB,3
ibpB,JW3663,M63,3
icd,JW1122,LB,3
icd,JW1122,M63,3
